URL,Start,End,Objects
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160032_00000,5978,6282,Frog
,6283,6704,Frog
,6705,7360,Frog
,7361,7881,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160166_00000,1,304,Butterfly
,305,739,Butterfly
,740,1168,Butterfly
,1169,1549,Butterfly
,1550,1964,Butterfly
,2527,3127,Butterfly
,3128,3437,Butterfly
,3438,3823,Butterfly
,3824,4265,Butterfly
,4266,4477,Butterfly
,4478,4998,Butterfly
,4999,5591,Butterfly
,5592,5958,Butterfly
,5959,6292,Butterfly
,6293,6500,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160188_00000,555,1174,Tortoise
,1175,1702,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160237_00000,1,370,Butterfly
,371,647,Butterfly
,1368,1527,Butterfly
,1528,1683,Butterfly
,1684,2466,Butterfly
,2467,2891,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160257_00000,1,802,Owl
,803,1919,Owl
,1920,2496,Owl
,2497,3394,Owl
,3395,4140,Owl
,4141,6225,Owl
,6226,7626,Owl
,7639,8630,Owl
,8631,9358,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160264_00000,1,185,Dragonfly
,186,428,Dragonfly
,1157,1281,Dragonfly
,1412,1549,Dragonfly
,2043,2168,Dragonfly
,2283,2431,Dragonfly
,2432,2795,Dragonfly
,3861,4088,Dragonfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160368_00000,1,207,Chicken
,1759,2385,Chicken
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160370_00000,284,628,Chicken
,629,1923,Chicken
,1924,2580,Chicken
,2581,3156,Chicken
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160378_00000,1,321,Frog
,322,593,Frog
,594,1045,Frog
,1046,2215,Frog
,2216,2823,Frog
,2824,3088,Frog
,3089,3343,Frog
,3344,3807,Frog
,3808,4098,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160379_00000,1,488,Frog
,489,1039,Frog
,1040,1499,Frog
,1500,2097,Frog
,2098,2618,Frog
,2619,3423,Frog
,3424,3717,Frog
,3718,4679,Frog
,4680,5178,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160451_00000,1,504,Tiger
,505,822,Tiger
,823,1186,Tiger
,1187,1516,Tiger
,1517,1889,Tiger
,1890,2574,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160452_00000,1,602,Tiger
,603,1107,Tiger
,1108,1475,Tiger
,1476,2338,Tiger
,2339,3036,Tiger
,3037,3476,Tiger
,3477,4229,Tiger
,4230,4667,Tiger
,4668,4920,Tiger
,4921,5337,Tiger
,5338,5999,Tiger
,6000,6444,Tiger
,6445,7850,Tiger
,7851,9132,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160453_00000,1,1219,Tiger
,1220,2173,Tiger
,2174,2827,Tiger
,2828,3911,Tiger
,3912,4866,Tiger
,4867,5029,Tiger
,5030,5235,Tiger
,5236,5466,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160454_00000,1,632,Tiger
,633,2258,Tiger
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160461_00000,1,409,Bee
,410,732,Bee
,733,956,Bee
,957,1225,Bee
,1226,1805,Bee
,1806,2059,Bee
,2060,2250,Bee
,2251,2852,Bee
,2853,3337,Bee
,3338,4024,Bee
,4064,4368,Bee
,5128,5504,Bee
,5505,5778,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160462_00000,1,226,Bee
,227,560,Bee
,1446,1555,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160463_00000,438,1333,Bee
,1334,1721,Bee
,1722,1951,Bee
,1952,2428,Bee
,2711,3589,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160464_00000,1,126,Bee
,127,485,Bee
,486,1120,Bee
,1121,1611,Bee
,1612,2075,Bee
,2076,2267,Bee
,2268,2662,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160466_00000,367,709,Bee
,710,964,Bee
,965,1231,Bee
,1232,1432,Bee
,1794,2107,Bee
,2108,2249,Bee
,2250,2585,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160475_00000,1645,2321,Lizard
,2322,2792,Lizard
,2793,3631,Lizard
,3632,4052,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160497_00000,1,253,Frog
,1279,1620,Frog
,1621,1932,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160503_00000,1,235,Frog
,236,313,Frog
,314,861,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160522_00000,1,241,Owl
,242,666,Owl
,1815,2753,Owl
,2754,3123,Owl
,3124,3801,Owl
,3802,4996,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160523_00000,1829,2164,Owl
,2165,2495,Owl
,2496,3345,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160524_00000,1,356,Owl
,357,717,Owl
,718,976,Owl
,977,1643,Owl
,3811,4859,Owl
,4860,5376,Owl
,5377,5962,Owl
,5963,6322,Owl
,6323,6771,Owl
,6772,7151,Owl
,7152,7612,Owl
,7613,8065,Owl
,8066,9051,Owl
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160525_00000,571,899,Deer
,900,1171,Deer
,1172,1516,Deer
,1517,2012,Deer
,2318,2717,Deer
,2718,2968,Deer
,2969,3097,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160526_00000,1,482,Deer
,756,2350,Deer
,2351,2777,Deer
,2778,3500,Deer
,3501,3898,Deer
,3899,4125,Deer
,4126,4356,Deer
,4357,4555,Deer
,4556,4887,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160527_00000,1,347,Deer
,348,614,Deer
,615,929,Deer
,930,1284,Deer
,1285,1974,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160528_00000,1,276,Deer
,277,490,Deer
,491,1416,Deer
,1417,1929,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160529_00000,1,459,Deer
,460,926,Deer
,927,1195,Deer
,1196,1404,Deer
,1405,2044,Deer
,2045,2426,Deer
,2427,2938,Deer
,2939,3117,Deer
,3118,3644,Deer
,3645,3882,Deer
,3883,4136,Deer
,4137,4884,Deer
,4885,5455,Deer
,5456,5782,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160530_00000,1,565,Deer
,566,901,Deer
,902,1211,Deer
,1212,1635,Deer
,1636,2171,Deer
,2172,2443,Deer
,2444,2668,Deer
,2669,2842,Deer
,2843,3130,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160536_00000,1,443,Tortoise
,444,1381,Tortoise
,1382,2115,Tortoise
,2116,2322,Tortoise
,2323,2872,Tortoise
,2873,3185,Tortoise
,3186,3666,Tortoise
,3667,3968,Tortoise
,3969,4919,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160538_00000,1,594,Tortoise
,595,1151,Tortoise
,1152,1326,Tortoise
,1327,1629,Tortoise
,1630,1756,Tortoise
,1757,1943,Tortoise
,1944,2543,Tortoise
,2544,2721,Tortoise
,2722,3022,Tortoise
,3756,3941,Tortoise
,4463,4921,Tortoise
,4922,5405,Tortoise
,5406,5962,Tortoise
,5963,6265,Tortoise
,6266,6846,Tortoise
,6847,7249,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160539_00000,1450,1714,Tortoise
,1715,2249,Tortoise
,4101,4519,Tortoise
,4520,4728,Tortoise
,4729,5694,Tortoise
,5695,5993,Tortoise
,5994,6237,Tortoise
,6238,6505,Tortoise
,6506,7059,Tortoise
,7060,7834,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160548_00000,1,534,"Bee, Butterfly"
,535,834,"Bee, Butterfly"
,835,1248,Butterfly
,1249,1672,Butterfly
,1673,2238,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160551_00000,6321,6532,Butterfly
,7320,7596,Butterfly
,7597,7918,Butterfly
,8211,8900,Butterfly
,8901,9291,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160557_00000,1,477,Lizard
,478,642,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160558_00000,1,436,Tortoise
,437,1342,Tortoise
,1343,1601,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160561_00000,1,1139,Lizard
,1140,1489,Lizard
,1490,1686,Lizard
,1687,2444,Lizard
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160565_00000,1,516,Butterfly
,1633,2084,Bee
,2085,2314,Butterfly
,2315,2538,Butterfly
,2539,3305,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160656_00000,1,486,Chicken
,487,958,Chicken
,959,1388,Chicken
,1389,1783,Chicken
,1784,2190,Chicken
,2191,2607,Chicken
,2608,2944,Chicken
,2945,3356,Chicken
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160662_00000,3607,3721,Butterfly
,3722,3845,Butterfly
,3970,4399,Butterfly
,4400,4607,Butterfly
,4608,4782,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160954_00000,288,974,Sparrow
,975,1229,Sparrow
,1230,1494,Sparrow
,1495,1799,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002160959_00000,1,871,Tortoise
,872,1246,Tortoise
,1247,1960,Tortoise
,1961,2777,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161122_00000,1993,2194,Bee
,2195,2606,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161124_00000,433,663,Bee
,664,855,Bee
,856,1835,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161155_00000,1765,2486,Butterfly
,2487,2629,Butterfly
,2630,2881,Butterfly
,4197,5504,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161172_00000,1,1607,Sunflower
,5014,5799,Sunflower
,5800,6543,Sunflower
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161219_00000,1,535,Tortoise
,536,1631,Tortoise
,1632,2057,Tortoise
,2058,2708,Tortoise
,2709,3264,Tortoise
,3265,3771,Tortoise
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161239_00000,356,920,Swan
,921,2591,Swan
,2592,3900,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161240_00000,1,505,Swan
,506,1161,Swan
,1162,1674,Swan
,1675,2259,Swan
,2260,3358,Swan
,3359,5025,Swan
,5026,5612,Swan
,5613,6040,Swan
,6041,6896,Swan
,6897,7955,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161241_00000,1408,1920,Swan
,1921,2590,Swan
,2591,3123,Swan
,3124,3540,Swan
,3541,4096,Swan
,4097,5408,Swan
,5409,5872,Swan
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161244_00000,478,714,Monkey
,715,1091,Monkey
,1092,1614,Monkey
,1615,2099,Monkey
,3350,3901,Monkey
,5027,5388,Monkey
,5389,5687,Monkey
,5688,6418,Monkey
,6419,6960,Monkey
,6961,7224,Monkey
,7225,7893,Monkey
,7894,8571,Monkey
,8573,9666,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161245_00000,1,1374,Monkey
,1375,2730,Monkey
,2731,3210,Monkey
,3211,6180,Monkey
,6181,6433,Monkey
,6434,8234,Monkey
,8235,8684,Monkey
,8685,9416,Monkey
,9417,9999,Monkey
,10000,13087,Monkey
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161292_00000,716,884,Bee
,885,1717,Bee
,1718,4612,Bee
,4613,5197,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161301_00000,1001,1695,Sparrow
,2245,4300,Sparrow
,8936,9325,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161304_00000,1,599,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161311_00000,1,193,Sparrow
,194,530,Sparrow
,531,942,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161327_00000,1,619,Deer
,620,983,Deer
,984,2094,Deer
,2095,2288,Deer
,2289,2404,Deer
,2405,2596,Deer
,2597,2711,Deer
,2712,2924,Deer
,2925,3143,Deer
,3144,3308,Deer
,3309,3470,Deer
,3471,3677,Deer
,3678,3974,Deer
,3975,4439,Deer
,4440,5351,Deer
,5352,6881,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161328_00000,1,900,Deer
,901,1822,Deer
,1823,2669,Deer
,2670,3735,Deer
,3736,4924,Deer
,4925,5595,Deer
,5596,6608,Deer
,6609,7085,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161329_00000,1,185,Deer
,186,831,Deer
,832,1169,Deer
,1170,1491,Deer
,1492,1963,Deer
,1964,2479,Deer
,2480,2718,Deer
,2719,3487,Deer
,3488,4740,Deer
,4741,5074,Deer
,5941,6299,Deer
,6300,7036,Deer
,7037,7752,Deer
,7753,8445,Deer
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161336_00000,448,716,Bee
,717,1131,Bee
,1132,1434,Bee
,1591,1990,Bee
,2675,2901,Bee
,2902,3433,Bee
,3434,3643,Bee
,3644,4023,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161337_00000,646,752,Bee
,753,1010,Bee
,1011,1718,Bee
,1719,2420,Bee
,2661,2859,Bee
,2860,3294,Bee
,3295,3725,Bee
,4172,4752,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161338_00000,1,528,Bee
,529,932,Bee
,933,1622,Bee
,1623,3260,Bee
,3803,4157,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161339_00000,1,199,Bee
,200,761,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161340_00000,1,693,Bee
,1721,2527,Bee
,2528,2774,Bee
,2775,3094,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161341_00000,431,620,Bee
,621,896,Bee
,897,1342,Bee
,1343,1655,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161343_00000,4267,4507,Butterfly
,4508,5305,Butterfly
,5306,6622,Butterfly
,6849,7619,Bee
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161347_00000,515,813,Sparrow
,814,1947,Sparrow
,1948,2485,Sparrow
,2486,3290,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161356_00000,1,480,Sparrow
,1021,1664,Sparrow
,2761,3173,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161357_00000,1290,1498,Sparrow
,1499,1814,Sparrow
,1815,2138,Sparrow
,2139,2741,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161358_00000,1,469,Sparrow
,470,679,Sparrow
,1137,1576,Sparrow
,1891,2621,Sparrow
,2622,3351,Sparrow
,3352,4064,Sparrow
,4065,4283,Sparrow
,4284,4509,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161359_00000,320,492,Sparrow
,515,1499,Sparrow
,1500,1806,Sparrow
,2084,2476,Sparrow
,2477,3417,Sparrow
,3418,3629,Sparrow
,3812,4718,Sparrow
,4719,5330,Sparrow
,5331,5749,Sparrow
,7602,7793,Sparrow
,7933,8901,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161360_00000,1,345,Sparrow
,346,880,Sparrow
,881,1214,Sparrow
,1215,2003,Sparrow
,2004,2314,Sparrow
,2315,3259,Sparrow
,3260,3831,Sparrow
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161369_00000,1,868,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161370_00000,1,796,Spider
,797,1495,Spider
,1718,2108,Spider
,2109,3194,Spider
,3195,3393,Spider
,3394,3871,Spider
,3872,4211,Spider
,4212,4576,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161371_00000,1,1224,Spider
,1225,1546,Spider
,1547,2480,Spider
,2686,3197,Spider
,3198,4815,Spider
,4816,4976,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161372_00000,1,571,Spider
,572,951,Spider
,1024,1447,Spider
,1511,1831,Spider
,1832,2367,Spider
,2424,2630,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161373_00000,1,1551,Spider
,1552,1695,Spider
,1696,1884,Spider
,1885,2083,Spider
,2084,2716,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161374_00000,1,298,Spider
,299,656,Spider
,657,1307,Spider
,1308,1800,Spider
,2362,2750,Spider
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161380_00000,2480,2787,Bee
,2788,3127,Bee
,3128,4372,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161464_00000,1,678,Sunflower
,679,993,Sunflower
,994,1280,Sunflower
,1281,1627,Sunflower
,1628,2137,Sunflower
,2138,2596,Sunflower
,2597,2808,Sunflower
,2809,3427,Sunflower
,3428,3957,Sunflower
,3958,4629,Sunflower
,4630,5063,Sunflower
,5064,5476,Sunflower
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161773_00000,93,298,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161774_00000,1359,1625,Frog
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161783_00000,289,485,Deer
,486,734,Deer
,735,1225,Butterfly
,1226,1677,Butterfly
https://www2.nhk.or.jp/archives/creative/material/view.cgi?m=D0002161785_00000,1,306,Dragonfly
,307,669,Dragonfly
,670,1207,Dragonfly
,1208,1799,Dragonfly
